,ids,names,current_prices
343,67edfe81d021bd5ffb8c42a0,Laptop Asus Vivobook S 16 S5606CA Ultra 5 225H/16GB/512GB/120Hz/OfficeHS24+365/Win11 (RI114WS),27490000
344,67edfe81d021bd5ffb8c42a1,"Laptop Asus Vivobook S 16 S5606CA Ultra 7 255H/32GB/1TB/16""Q/120Hz/OfficeHS24+365/Win11 (RI115WS)",34290000
345,67edfe81d021bd5ffb8c42a2,Laptop Dell Latitude 5450 Ultra 5 125U/16GB/512GB/Win11 (L5450-125U-16512W),25490000
346,67edfe81d021bd5ffb8c42a3,Laptop Dell Latitude 5350 Ultra 7 165U vPro/16GB/512GB/Win11 (L5350-165U-16512W),29990000
347,67edfe81d021bd5ffb8c42a4,Laptop Dell XPS 13 9350 Ultra 7 256V/16GB/512GB/Touch/OfficeHS24+365/Win11 (XPSU7016W1),56990000
348,67edfe81d021bd5ffb8c42a5,Laptop MacBook Air 13 inch M4 16GB/256GB,26990000
349,67edfe81d021bd5ffb8c42a6,Laptop MacBook Air 13 inch M4 16GB/512GB,31990000
350,67edfe81d021bd5ffb8c42a7,Laptop MacBook Air 13 inch M4 16GB/1TB,36990000
351,67edfe82d021bd5ffb8c42a8,Laptop MacBook Air 13 inch M4 24GB/256GB,31990000
352,67edfe82d021bd5ffb8c42a9,Laptop MacBook Air 13 inch M4 24GB/512GB,36990000
353,67edfe82d021bd5ffb8c42aa,Laptop MacBook Air 13 inch M4 24GB/1TB,41990000
354,67edfe82d021bd5ffb8c42ab,Laptop MacBook Air 13 inch M4 32GB/256GB,36990000
355,67edfe82d021bd5ffb8c42ac,Laptop MacBook Air 13 inch M4 32GB/512GB,41990000
356,67edfe82d021bd5ffb8c42ad,Laptop MacBook Air 13 inch M4 32GB/1TB,46990000
357,67edfe82d021bd5ffb8c42ae,Laptop MacBook Air 15 inch M4 16GB/256GB,31990000
358,67edfe82d021bd5ffb8c42af,Laptop MacBook Air 15 inch M4 16GB/512GB,36990000
359,67edfe83d021bd5ffb8c42b0,Laptop MacBook Air 15 inch M4 16GB/1TB,41990000
360,67edfe83d021bd5ffb8c42b1,Laptop MacBook Air 15 inch M4 24GB/256GB,36990000
361,67edfe83d021bd5ffb8c42b2,Laptop MacBook Air 15 inch M4 24GB/512GB,41990000
362,67edfe83d021bd5ffb8c42b3,Laptop MacBook Air 15 inch M4 24GB/1TB,46990000
363,67edfe83d021bd5ffb8c42b4,Laptop MacBook Air 15 inch M4 32GB/256GB,41990000
364,67edfe83d021bd5ffb8c42b5,Laptop MacBook Air 15 inch M4 32GB/512GB,46990000
365,67edfe83d021bd5ffb8c42b6,Laptop MacBook Air 15 inch M4 32GB/1TB,51990000
